人物ID,著者名,作品ID,作品名,仮名遣い種別,翻訳者名等,入力者名,校正者名,状態,状態の開始日,底本名,出版社名,入力に使用した版,校正に使用した版
42,寺田 寅彦,24406,根岸庵を訪う記,新字新仮名,,Nana ohbe,松永正敏,公開,2004-04-14,寺田寅彦全集　第一巻,岩波書店,1996（平成8）年12月5日,
183,牧野 信一,52917,美智子と歯痛,新字旧仮名,,宮元淳一,門田裕志,公開,2011-06-12,牧野信一全集第一巻,筑摩書房,2002（平成14）年8月20日初版第1刷,
23,徳田 秋声,55363,質物,新字旧仮名,,特定非営利活動法人はるかぜ,きりんの手紙,公開,2021-11-18,徳田秋聲全集　第15巻,八木書店,1999（平成11）年3月18日初版,1999（平成11）年3月18日初版
129,森 鴎外,56527,田楽豆腐,新字旧仮名,,浦山敦子,noriko saito,公開,2023-07-09,花の名随筆7　七月の花,作品社,1999（平成11）年6月10日初版第1刷,1999（平成11）年6月10日初版第1刷
1597,李 箱,53786,最後,新字新仮名,,坂本真一,hitsuji,公開,2021-12-15,李箱詩集,花神社,2004（平成16）年4月1日初版1刷,2004（平成16）年4月1日初版1刷
311,宮本 百合子,3297,親子いっしょに,新字新仮名,,柴田卓治,米田進,公開,2003-09-29,宮本百合子全集　第十五巻,新日本出版社,1986（昭和61）年3月20日第4刷,
879,芥川 竜之介,3812,わが散文詩,新字旧仮名,,土屋隆,松永正敏,公開,2007-08-06,筑摩全集類聚　芥川龍之介全集第四巻,筑摩書房,1979（昭和54）年4月10日初版第11刷,
270,高村 光雲,1546,幕末維新懐古談 01 私の父祖のはなし,新字新仮名,,山田芳美,土屋隆,公開,2006-02-24,幕末維新懐古談,岩波文庫、岩波書店,1997（平成9）年5月15日第6刷,1995（平成7）年1月17日第1刷
52,紫式部 ,5038,源氏物語 23 初音,新字新仮名,与謝野 晶子,上田英代,kumi,公開,2003-09-22,全訳源氏物語　中巻,角川文庫、角川書店,1994（平成6）年6月15日39版,2002（平成14）年1月15日44版
64,樋口 一葉,4529,琴の音,新字旧仮名,,土屋隆,noriko saito,公開,2007-09-08,新日本古典文学大系　明治編　24　樋口一葉集,岩波書店,2001（平成13）年10月15日第1刷,2001（平成13）年10月15日第1刷
1670,野村 胡堂,54589,銭形平次捕物控 280 華魁崩れ,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2015-09-30,錢形平次捕物全集第四卷　からくり屋敷,同光社磯部書房,1953（昭和28）年5月10日,1953（昭和28）年5月10日
1475,小川 未明,52928,五銭のあたま,新字新仮名,,特定非営利活動法人はるかぜ,江村秀之,公開,2014-02-18,定本小川未明童話全集　5,講談社,1977（昭和52）年3月10日第1刷,1978（昭和53）年C第2刷　
311,宮本 百合子,3008,「ヒロシマ」と「アダノの鐘」について,新字新仮名,,柴田卓治,米田進,公開,2003-05-22,宮本百合子全集　第十三巻,新日本出版社,1986（昭和61）年3月20日第5刷,
311,宮本 百合子,3861,記憶に残る正月の思い出,新字新仮名,,柴田卓治,磐余彦,公開,2003-11-21,宮本百合子全集　第十七巻,新日本出版社,1986（昭和61）年3月20日第4刷,
311,宮本 百合子,4038,歳月,新字新仮名,,柴田卓治,磐余彦,公開,2003-12-27,宮本百合子全集　第十七巻,新日本出版社,1986（昭和61）年3月20日第4刷,
1675,竹内 浩三,54801,北海に,新字新仮名,,坂本真一,雪森,公開,2014-11-30,竹内浩三全作品集　日本が見えない　全1巻,藤原書店,2002（平成14）年8月30日初版第5刷,2001（平成13）年11月30日初版第1刷
1124,魯迅 ,42934,阿Ｑ正伝,新字新仮名,井上 紅梅,京都大学電子テクスト研究会入力班,京都大学電子テクスト研究会校正班,公開,2004-09-20,魯迅全集,改造社,1932（昭和7）年11月18日,
1095,坂口 安吾,43206,明治開化　安吾捕物 04 その三　魔教の怪,新字新仮名,,tatsuki,松永正敏,公開,2006-07-16,坂口安吾全集　10,筑摩書房,1998（平成10）年11月20日初版第1刷,1998（平成10）年11月20日初版第1刷
1294,兼常 清佐,47167,ニッポン音楽 ――音楽学校の邦楽――,新字新仮名,,鈴木厚司,小林繁雄,公開,2008-01-01,音楽と生活　兼常清佐随筆集,岩波文庫、岩波書店,1992（平成4）年9月16日第1刷,1992（平成4）年9月16日第1刷
565,斎藤 緑雨,48686,もゝはがき,新字旧仮名,,Ｈ．ＹＡＭ,noriko saito,公開,2010-02-07,明治の文学　第15巻　斎藤緑雨,筑摩書房,2002（平成14）年7月25日初版第1刷,2002（平成14）年7月25日初版第1刷
329,楠山 正雄,50755,しっぺい太郎,新字新仮名,,鈴木厚司,officeshema,公開,2022-11-04,日本の諸国物語,講談社学術文庫、講談社,1983（昭和58）年4月10日第1刷,1983（昭和58）年4月10日第1刷
158,島崎 藤村,47172,食堂,新字新仮名,,山崎一磨,林幸雄,公開,2009-02-13,嵐・ある女の生涯,新潮文庫、新潮社,1994（平成6）年5月30日32刷,1975（昭和50）年3月30日10刷　
247,加能 作次郎,45644,乳の匂ひ,新字旧仮名,,kompass,小林繁雄,公開,2010-07-20,現代日本文學全集　34,筑摩書房,1955（昭和30）年9月5日,1955（昭和30）年9月5日
1474,丘 浅次郎,53868,改善は頭から,新字新仮名,,川山隆,雪森,公開,2015-11-26,現代日本思想大系　26　科学の思想Ⅱ,筑摩書房,1964（昭和39）年4月15日,1964（昭和39）年4月15日
1344,喜田 貞吉,53101,春雪の出羽路の三日,新字新仮名,,しだひろし,岩澤秀紀,公開,2012-06-07,喜田貞吉著作集　第一二巻　斉東史話・紀行文,平凡社,1980（昭和55）年8月25日初版第1刷,1980（昭和55）年8月25日初版第1刷
296,福沢 諭吉,50307,読倫理教科書,新字新仮名,,田中哲郎,noriko saito,公開,2009-07-04,福沢諭吉教育論集,岩波文庫、岩波書店,1991（平成3）年3月18日第1刷,1991（平成3）年3月18日第1刷
1471,今野 大力,55573,もうおそい,新字新仮名,,坂本真一,雪森,公開,2015-07-08,今野大力作品集,新日本出版社,1995（平成7）年6月30日初版,1995（平成7）年6月30日初版
76,岡本 かの子,58421,五月の朝の花,新字新仮名,,門田裕志,noriko saito,公開,2018-05-09,岡本かの子全集12,ちくま文庫、筑摩書房,1994（平成6）年7月21日第1刷,1994（平成6）年7月21日第1刷
372,桑原 隲蔵,3665,晋室の南渡と南方の開発,旧字旧仮名,,はまなかひとし,菅野朋子,公開,2002-01-15,桑原隲藏全集　第一卷　東洋史説苑,岩波書店,1968（昭和43）年2月13日,1968（昭和43）年2月13日
35,太宰 治,235,八十八夜,新字新仮名,,柴田卓治,小林繁雄,公開,1999-10-06,太宰治全集3,ちくま文庫、筑摩書房,,
42,寺田 寅彦,43250,烏瓜の花と蛾,新字新仮名,,Nana ohbe,noriko saito,公開,2005-01-06,寺田寅彦全集　第七巻,岩波書店,1997（平成9）年6月5日,1997（平成9）年6月5日
1475,小川 未明,51000,ろうそくと貝がら,新字新仮名,,特定非営利活動法人はるかぜ,江村秀之,公開,2013-10-20,定本小川未明童話全集　1,講談社,1977（昭和52）年C第3刷,1977（昭和52）年A第2刷
1403,北大路 魯山人,55063,能書を語る,新字新仮名,,門田裕志,木下聡,公開,2020-06-26,魯山人書論,中公文庫、中央公論新社,2007（平成19）年9月25日3刷,2007（平成19）年9月25日3刷
270,高村 光雲,46198,幕末維新懐古談 19 上野戦争当時のことなど,新字新仮名,,網迫、土屋隆,noriko saito,公開,2006-10-01,幕末維新懐古談,岩波文庫、岩波書店,1995（平成7）年1月17日第1刷,1995（平成7）年1月17日第1刷
1403,北大路 魯山人,50294,良寛様の書,新字新仮名,,門田裕志,noriko saito,公開,2010-01-26,日本の名随筆27　墨,作品社,1997（平成9）年5月20日第17刷,1997（平成9）年5月20日第17刷
67,萩原 朔太郎,53629,夜景,旧字旧仮名,,kompass,小林繁雄,公開,2011-08-25,萩原朔太郎全集　第三卷,筑摩書房,1986（昭和61）年12月10日補訂版1刷,1986（昭和61）年12月10日補訂版1刷
1475,小川 未明,51037,自分で困った百姓,新字新仮名,,ぷろぼの青空工作員チーム入力班,江村秀之,公開,2013-11-21,定本小川未明童話全集　2,講談社,1982（昭和57）年9月10日第7刷,1982（昭和57）年9月10日7刷
1585,槙村 浩,53190,間島パルチザンの歌,新字旧仮名,,坂本真一,雪森,公開,2014-10-01,槇村浩詩集,平和資料館・草の家、飛鳥出版室,2003（平成15）年3月15日,2003（平成15）年3月15日
82,岡本 綺堂,49556,かたき討雑感,新字新仮名,,川山隆,noriko saito,公開,2008-12-26,岡本綺堂随筆集,岩波文庫、岩波書店,2008（平成20）年5月23日第4刷,2008（平成20）年5月23日第4刷
879,芥川 竜之介,153,素戔嗚尊,新字新仮名,,j.utiyama,湯地光弘,公開,1999-08-27,芥川龍之介全集3,ちくま文庫、筑摩書房,1996（平成8）年4月1日第8刷,1997（平成9）年4月15日第9刷
1475,小川 未明,51513,お姉ちゃんといわれて,新字新仮名,,特定非営利活動法人はるかぜ,酒井裕二,公開,2018-06-09,定本小川未明童話全集　14,講談社,1983（昭和58）年1月19日第5刷,1977（昭和52）年12月10日第1刷
1750,佐々木 邦,56828,英米笑話秀逸,新字新仮名,,門田裕志,noriko saito,公開,2015-02-26,日本の名随筆　別巻47　冗談,作品社,1995（平成7）年1月25日第1刷,1995（平成7）年1月25日第1刷
906,豊島 与志雄,42448,溺るるもの,新字新仮名,,tatsuki,門田裕志,公開,2008-03-10,豊島与志雄著作集　第三巻（小説Ⅲ）,未来社,1966（昭和41）年8月10日第1刷,1966（昭和41）年8月10日第1刷
535,桐生 悠々,4621,関東防空大演習を嗤う,新字新仮名,,久保格,門田裕志,公開,2004-08-09,畜生道の地球,中公文庫、中央公論社,1989（平成元）年10月10日,
1475,小川 未明,51121,にじの歌,新字新仮名,,ぷろぼの青空工作員チーム入力班,江村秀之,公開,2014-01-13,定本小川未明童話全集　3,講談社,1981（昭和56）年1月6日第7刷,1977（昭和52）年1月10日第1刷
221,平林 初之輔,48118,探偵小説壇の諸傾向,新字新仮名,,川山隆,門田裕志,公開,2011-01-31,平林初之輔探偵小説選Ⅱ〔論創ミステリ叢書2〕,論創社,2003（平成15）年11月10日初版第1刷,2003（平成15）年11月10日初版第1刷
1569,中谷 宇吉郎,53229,硝子を破る者,新字新仮名,,門田裕志,川山隆,公開,2013-03-02,中谷宇吉郎随筆集,岩波文庫、岩波書店,2011（平成23）年1月6日第26刷,2009（平成21）年1月6日第25刷
1670,野村 胡堂,57198,銭形平次捕物控 241 人違い殺人,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2017-07-02,銭形平次捕物控　猿回し,毎日新聞社,1999（平成11）年6月10日,1999（平成11）年6月10日
25,有島 武郎,49856,私有農場から共産農団へ,新字旧仮名,,ｍｏｎｏ,染川隆俊,公開,2009-09-20,有島武郎全集第九卷,筑摩書房,2002（平成14）年2月10日初版第3刷,1981（昭和56）年4月30日初版　
606,杉田 久女,43591,大正女流俳句の近代的特色,新字新仮名,,杉田弘晃,小林繁雄,公開,2004-12-18,杉田久女随筆集,講談社文芸文庫、講談社,2003（平成15）年6月10日第1刷,2003（平成15）年6月10日第1刷
311,宮本 百合子,2880,「夜明け前」についての私信 池田寿夫宛私信の一部,新字新仮名,,柴田卓治,米田進,公開,2003-02-25,宮本百合子全集　第十巻,新日本出版社,1986（昭和61）年3月20日第4刷,
26,中原 中也,51318,詩人は辛い,新字旧仮名,,ゆうき,木浦,公開,2013-08-02,中原中也詩集,角川文庫、角川書店,1973（昭和48）年8月30日改版13版,1987（昭和62）年4月30日改版15版　
1604,桜間 中庸,53994,獏,旧字旧仮名,,Y.S.,富田倫生,公開,2011-12-30,日光浴室　櫻間中庸遺稿集,ボン書店,1936（昭和11）年7月28日,1936（昭和11）年7月28日
1154,岸田 国士,44592,新聞小説,新字旧仮名,,tatsuki,門田裕志,公開,2007-12-16,岸田國士全集21,岩波書店,1990（平成2）年7月9日,1990（平成2）年7月9日
329,楠山 正雄,18335,ねずみの嫁入り,新字新仮名,,鈴木厚司,大久保ゆう,公開,2003-08-26,日本の神話と十大昔話,講談社学術文庫、講談社,1992（平成4）年4月20日第14刷,1983（昭和58）年5月10日第1刷
35,太宰 治,2256,姥捨,新字新仮名,,柴田卓治,小林繁雄,公開,1999-09-06,太宰治全集2,ちくま文庫、筑摩書房,,
160,海野 十三,43838,三重宙返りの記,新字新仮名,,田中哲郎,土屋隆,公開,2005-07-23,海野十三全集　別巻1　評論・ノンフィクション,三一書房,1991（平成3）年10月15日第1版第1刷,1991（平成3）年10月15日第1版第1刷
636,竹内 勝太郎,47065,人形芝居に関するノオト,新字新仮名,,浦山敦子,noriko saito,公開,2008-07-29,日本の名随筆　別巻81　人形,作品社,1997（平成9）年11月25日第1刷,1997（平成9）年11月25日第1刷
31,葉山 嘉樹,2844,浚渫船,新字新仮名,,林幸雄,伊藤時也,公開,2010-02-24,日本プロレタリア文学集・8　葉山嘉樹集,新日本出版社,1989（平成元）年3月25日第5刷,1984（昭和59）年 8月25日初版
1248,佐藤 垢石,46752,飛沙魚,新字新仮名,,門田裕志,松永正敏,公開,2007-01-23,『たぬき汁』以後,つり人ノベルズ、つり人社,1993（平成5）年8月20日第1刷,1993（平成5）年8月20日第1刷
1095,坂口 安吾,45902,安吾の新日本地理 02 道頓堀罷り通る,新字新仮名,,tatsuki,深津辰男・美智子,公開,2010-01-25,坂口安吾全集　11,筑摩書房,1998（平成10）年12月20日初版第1刷,1998（平成10）年12月20日初版第1刷
82,岡本 綺堂,482,半七捕物帳 43 柳原堤の女,新字新仮名,,tatsuki,しず,公開,1999-12-03,時代推理小説　半七捕物帳（四）,光文社時代小説文庫、光文社,,1988（昭和63）年3月1日第2刷
125,小栗 虫太郎,43656,潜航艇「鷹の城」,新字新仮名,,ロクス・ソルス,A子,公開,2007-04-03,潜航艇「鷹の城」,現代教養文庫、社会思想社,1977（昭和52）年12月15日初版第1刷,1977（昭和52）年12月15日初版第1刷
121,新美 南吉,45110,雀の歌,新字旧仮名,,菅野朋子,noriko saito,公開,2011-02-01,日本児童文学大系　第二八巻,ほるぷ出版,1978（昭和53）年11月30日初刷,1978（昭和53）年11月30日初刷
1030,堀 辰雄,55425,燃ゆる頬,旧字旧仮名,,大沢たかお,岡村和彦,公開,2012-12-03,堀辰雄作品集第一卷,筑摩書房,1982（昭和57）年5月28日初版第1刷,1982（昭和57）年5月28日初版第1刷　
42,寺田 寅彦,42261,雑記帳より（Ⅰ）,新字新仮名,,Nana ohbe,浅原庸子,公開,2005-07-30,寺田寅彦全集　第四巻,岩波書店,1997（平成9）年3月5日,　
82,岡本 綺堂,475,半七捕物帳 60 青山の仇討,新字新仮名,,tatsuki,大野晋,公開,1999-04-26,時代推理小説　半七捕物帳（五）,光文社時代小説文庫、光文社,,
